CnvRegion	CnvGene	ExpGene	Cor	Cor.pvalue	Z_value
PTBP3	PTBP3	PTBP3	0.447724295879018	1.11790173686162e-13	0.481850382922202
HMGN3	HMGN3	HMGN3	0.587714770423959	1.603494185832e-24	0.674167797729451
CSK	CSK	CSK	0.14109353302168	0.025989759510521	0.14204114549419
URI1	URI1	URI1	0.940821272300358	4.57180869288947e-118	1.74515217539772
PIP4K2A	PIP4K2A	PIP4K2A	0.527507083105129	3.07794007354969e-19	0.586684785984808
FXN	FXN	FXN	0.723758449400568	1.11690243764705e-41	0.915493332275963
PRR7	PRR7	PRR7	0.0872486211062843	0.169923039702701	0.0874710260000175
PXN	PXN	PXN	0.480245503154907	9.02307842250015e-16	0.523303327436138
CMTR2	CMTR2	CMTR2	0.472936218873143	2.78811305045258e-15	0.513845773673376
MBP	MBP	MBP	0.156938306743729	0.0131615902528107	0.158246132860169
NUP155	NUP155	NUP155	0.597481040770028	1.74246575185352e-25	0.689220559346229
MXRA7	MXRA7	MXRA7	0.311476320348296	5.28658655931314e-07	0.322179516533671
ATG16L1	ATG16L1	ATG16L1	0.538468613093591	4.01901947755246e-20	0.601996365656563
LINC01315	LINC01315	LINC01315	0.117056007284195	0.0651593463565903	0.117595084218653
SH3BP4	SH3BP4	SH3BP4	0.278012443091931	8.46841842640968e-06	0.285526733361889
CIRH1A	CIRH1A	CIRH1A	0.509498372771337	7.46614367625651e-18	0.562052037332471
DDX6	DDX6	DDX6	0.48828577811805	2.52772726676072e-16	0.533806971658234
UBE2J1	UBE2J1	UBE2J1	0.501024163017864	3.14003532801112e-17	0.550672628876451
CAPRIN2	CAPRIN2	CAPRIN2	0.469418898717852	4.75283244611134e-15	0.509324735595379
MRPL46	MRPL46	MRPL46	0.595891314251156	2.51366420953938e-25	0.686751905469672
AGPAT2	AGPAT2	AGPAT2	0.105888431340597	0.0954798105952797	0.106286868313281
CD164	CD164	CD164	0.697434505349444	1.31965499524113e-37	0.862287755203268
STK3	STK3	STK3	0.452745967654046	5.48957689010725e-14	0.488148855265742
FIS1	FIS1	FIS1	0.403413069729467	3.66408203338297e-11	0.427718745430185
CSNK1G1	CSNK1G1	CSNK1G1	0.419528708521883	4.91249925092591e-12	0.447119927500877
AMOTL1	AMOTL1	AMOTL1	0.332854191980574	7.44377663370145e-08	0.346034653041099
PPP1R12C	PPP1R12C	PPP1R12C	0.357432931643487	6.44789019320153e-09	0.373939723465759
CCDC59	CCDC59	CCDC59	0.817439084613995	4.15902779118297e-61	1.14904989627438
TRIP10	TRIP10	TRIP10	0.492197474069756	1.34456042052969e-16	0.538956241879973
DEPTOR	DEPTOR	DEPTOR	0.0934226336048493	0.141566270442019	0.0936958568138176
ZDHHC14	ZDHHC14	ZDHHC14	0.252800734171632	5.46518935402737e-05	0.258402503455287
SKA2	SKA2	SKA2	0.536413186479237	5.92059678882379e-20	0.599106105871435
MRPS30	MRPS30	MRPS30	0.634758784995624	1.73831242552922e-29	0.749346271000141
CENPK	CENPK	CENPK	0.450652245140841	7.39490533536981e-14	0.485518442137393
RPF2	RPF2	RPF2	0.685995967097456	5.69078035293958e-36	0.840352958550049
CRADD	CRADD	CRADD	0.317509613328767	3.08702620612022e-07	0.328875067768302
ZFYVE26	ZFYVE26	ZFYVE26	0.66425151007005	4.61229166555424e-33	0.8003842100237
LDHA	LDHA	LDHA	0.707641788722447	3.93692599688535e-39	0.882444412703007
RRP15	RRP15	RRP15	0.576637009076129	1.8185471317365e-23	0.65740971834936
AIM1	AIM1	AIM1	0.0024438863251792	0.969392767289771	0.00244389119063254
GSK3B	GSK3B	GSK3B	0.768265970066928	9.26418255183186e-50	1.01608218806133
IFI16	IFI16	IFI16	0.32347312222734	1.79270590586535e-07	0.335521267952715
UMAD1	UMAD1	UMAD1	0.664865221552118	3.84741045424582e-33	0.801483338240867
ZNF416	ZNF416	ZNF416	0.579312396680538	1.02018747509872e-23	0.661427157977779
ITPR3	ITPR3	ITPR3	0.0918524077568052	0.148410061763864	0.0921120387614885
OSCP1	OSCP1	OSCP1	0.30001528025601	1.42214616348957e-06	0.309536395777821
CPE	CPE	CPE	0.246329340580012	8.56010814595269e-05	0.25150125066864
ANKRD50	ANKRD50	ANKRD50	0.255836383964931	4.40950165329812e-05	0.261648073158784
PGRMC2	PGRMC2	PGRMC2	0.580589360822659	7.72755167939829e-24	0.663351291943826
GOLM1	GOLM1	GOLM1	0.511362475745638	5.41410513867587e-18	0.564572934692395
PPP1R12A	PPP1R12A	PPP1R12A	0.119409646727299	0.0599027470097078	0.119982092822748
ABHD6	ABHD6	ABHD6	0.34047995826759	3.56411282238461e-08	0.354635322823598
LHPP	LHPP	LHPP	0.405019434866432	3.01342431336302e-11	0.429638836473113
ADCY9	ADCY9	ADCY9	0.469412909976587	4.75712590805628e-15	0.509317054262495
KAT6B	KAT6B	KAT6B	0.3584080388379	5.82586855568937e-09	0.3750581031495
UBE2G2	UBE2G2	UBE2G2	0.732630315128432	3.69238108840485e-43	0.934381828962958
NOM1	NOM1	NOM1	0.460817976611566	1.70733050455845e-14	0.498349298070216
WIBG	WIBG	WIBG	0.624188919670281	2.68844468452908e-28	0.73183863630601
DNM1L	DNM1L	DNM1L	0.611755141500488	5.91146418302501e-27	0.711721397506453
CD53	CD53	CD53	0.0415097299515363	0.514402627877683	0.0415335958494621
CPEB2	CPEB2	CPEB2	0.209736411316509	0.00086831235511596	0.212895613300569
MATN2	MATN2	MATN2	0.200484330140225	0.00147265257231578	0.203237115570952
TOM1L2	TOM1L2	TOM1L2	0.833410878504548	1.47732070761717e-65	1.19920147428471
BCL10	BCL10	BCL10	0.62761847834762	1.1183896148605e-28	0.737477122320075
TUBA1A	TUBA1A	TUBA1A	0.206345248049208	0.00105659903285957	0.209351033092437
KDM5B	KDM5B	KDM5B	0.440801567548787	2.92390205700555e-13	0.473225247057717
SNX33	SNX33	SNX33	0.504109623911045	1.8698115960295e-17	0.554800751872339
DCP1B	DCP1B	DCP1B	0.861391559955696	1.27447968008357e-74	1.29871332880682
ZNF70	ZNF70	ZNF70	0.507441880953016	1.06189943887772e-17	0.559278456363099
LSM11	LSM11	LSM11	0.368943013251987	1.90463160536789e-09	0.387199013802204
KATNAL1	KATNAL1	KATNAL1	0.345966876971061	2.07218726903003e-08	0.360854952201454
YTHDC2	YTHDC2	YTHDC2	0.483056379079448	5.80502268432197e-16	0.526963270104205
FAM107B	FAM107B	FAM107B	0.356220825033774	7.31098150087078e-09	0.372550767137332
ALKBH1	ALKBH1	ALKBH1	0.748703924191505	5.34417950030105e-46	0.969999174458359
RECQL5	RECQL5	RECQL5	0.601314703638998	7.14046313733274e-26	0.695203942923425
MRVI1	MRVI1	MRVI1	0.107345638585295	0.0909801771580024	0.107760830643823
DDIT4	DDIT4	DDIT4	0.206430261972866	0.0010514525417983	0.209439829374177
SLC30A9	SLC30A9	SLC30A9	0.648524585182127	4.17029528424007e-31	0.772748105441712
KCTD5	KCTD5	KCTD5	0.314478629589164	4.05095435668603e-07	0.325507856576088
CMPK2	CMPK2	CMPK2	0.195380377483574	0.0019519761723035	0.197925037050414
TCF7L2	TCF7L2	TCF7L2	0.273234889112762	1.22334250975072e-05	0.280356383045666
SCG5	SCG5	SCG5	0.203166953301962	0.00126645901569616	0.206033653732585
C19orf38	C19orf38	C19orf38	0.10754413350705	0.0903805913219337	0.107961643834781
NCOA5	NCOA5	NCOA5	0.384107617024572	3.54379562131444e-10	0.40486932290557
ARL13B	ARL13B	ARL13B	0.394810154084237	1.02567982522467e-10	0.417485695511272
NADSYN1	NADSYN1	NADSYN1	0.467013052373021	6.82137646542235e-15	0.506243370032628
PLEKHG3	PLEKHG3	PLEKHG3	0.304411637722594	9.77789062770927e-07	0.31437465695666
SPG20	SPG20	SPG20	0.551901680956446	2.99039426055486e-21	0.621111839174899
AC024560.3	AC024560.3	AC024560.3	0.404889699713471	3.06150056601508e-11	0.429483653073078
DOCK2	DOCK2	DOCK2	-0.0417581375232748	0.511886598485572	-0.0417824347559774
BOD1	BOD1	BOD1	0.619400558750151	8.98446289494547e-28	0.724031923751696
HCG11	HCG11	HCG11	0.371124176045655	1.50338756286026e-09	0.389726214891971
GABARAPL1	GABARAPL1	GABARAPL1	0.41956639078745	4.88885263268109e-12	0.44716565952383
SGMS2	SGMS2	SGMS2	0.386095473344656	2.82435038304178e-10	0.407203319727242
TP53BP1	TP53BP1	TP53BP1	0.457324288745658	2.84113885246539e-14	0.493922714832136
GPATCH1	GPATCH1	GPATCH1	0.782609223755369	9.23043783213477e-53	1.05206843990041
PPP1R3C	PPP1R3C	PPP1R3C	0.12975835831581	0.0407655117823069	0.130494062247349
SAMD4B	SAMD4B	SAMD4B	0.694598170168357	3.41157915256316e-37	0.85678626980275
KIF5B	KIF5B	KIF5B	0.371447029009018	1.45143751122533e-09	0.390100690437543
NOP58	NOP58	NOP58	0.356670599624083	6.97842852537623e-09	0.373066004471658
SUGT1	SUGT1	SUGT1	0.713540401077982	4.8233319339181e-40	0.894359704453356
REEP3	REEP3	REEP3	0.177100836621346	0.0050671900334404	0.178988053114652
STK39	STK39	STK39	0.302134818808309	1.18805870515569e-06	0.311867215464179
RALY	RALY	RALY	0.734732865046943	1.61317228402084e-43	0.938935668794402
IL6R	IL6R	IL6R	0.257935772966657	3.79529295657351e-05	0.263895791158053
ST7	ST7	ST7	0.544686363226001	1.22492331575624e-20	0.610794837250032
CHD1	CHD1	CHD1	0.441276207102786	2.73927170028823e-13	0.473814506637478
SEC31A	SEC31A	SEC31A	0.568150712318386	1.09906560413234e-22	0.644787828787148
TRNT1	TRNT1	TRNT1	0.575996401887478	2.08686988166342e-23	0.656450523019253
CD163	CD163	CD163	-0.0765896184051735	0.228492079777407	-0.0767399051663505
TMEM14A	TMEM14A	TMEM14A	0.300399528137508	1.37667151540523e-06	0.309958703975638
ZNF561	ZNF561	ZNF561	0.693765237453751	4.49967369256814e-37	0.855178637600054
SSH1	SSH1	SSH1	0.528233437542407	2.69563640909172e-19	0.587691719569015
PPWD1	PPWD1	PPWD1	0.512320693786335	4.58616447763939e-18	0.565871301441826
CDKAL1	CDKAL1	CDKAL1	0.602133335206512	5.89273226650477e-26	0.69648720927875
STK25	STK25	STK25	0.69791658488048	1.12168259367621e-37	0.863227025955646
USP35	USP35	USP35	0.480746681989839	8.34314539924441e-16	0.523954950825199
RBMS1	RBMS1	RBMS1	0.277684536826165	8.68684246138553e-06	0.28517139505127
TTC39C	TTC39C	TTC39C	0.420433313501575	4.37445938090733e-12	0.448218261157871
ADORA3	ADORA3	ADORA3	0.0638599512158809	0.315548593707824	0.0639469731934503
PITPNC1	PITPNC1	PITPNC1	0.194930807069489	0.00200037792847279	0.197457666489821
TNS1	TNS1	TNS1	0.188329383113381	0.00284899680206991	0.1906045531845
SYDE1	SYDE1	SYDE1	0.595009149668298	3.07778322917702e-25	0.685385138296939
PMS2	PMS2	PMS2	0.632463093606077	3.17953073230347e-29	0.745510757218525
C5orf24	C5orf24	C5orf24	0.423656207758563	2.88543916716102e-12	0.452139645756347
NCEH1	NCEH1	NCEH1	0.162768766922794	0.0100907592733333	0.164229505813211
PVRL3	PVRL3	PVRL3	0.420798743773038	4.1737901819798e-12	0.448662239049734
BCLAF1	BCLAF1	BCLAF1	0.511173902715551	5.59351027607551e-18	0.564317624921813
NUP188	NUP188	NUP188	0.424867653173456	2.46482618844101e-12	0.453617015358475
DNAJC18	DNAJC18	DNAJC18	0.504559774675901	1.73285059817678e-17	0.55540445722369
ARHGAP1	ARHGAP1	ARHGAP1	0.391049319923437	1.59380526931607e-10	0.413038184205738
AMFR	AMFR	AMFR	0.619547623262638	8.66029932124291e-28	0.724270567276826
RNF7	RNF7	RNF7	0.713104081010238	5.64393656745369e-40	0.893471378794294
ARIH2OS	ARIH2OS	ARIH2OS	0.31149469379478	5.27802760037495e-07	0.322199864173738
ZBTB7A	ZBTB7A	ZBTB7A	0.436398718446468	5.32901139193741e-13	0.467773658130327
SOCS6	SOCS6	SOCS6	0.460566071047471	1.7715339963228e-14	0.49802952472133
C12orf4	C12orf4	C12orf4	0.832097967777637	3.57091737021244e-65	1.19491817594445
C9orf16	C9orf16	C9orf16	0.333279141142231	7.14820466167928e-08	0.346512625303841
MYLIP	MYLIP	MYLIP	0.382885929136876	4.07106287901242e-10	0.403436980431522
HOXC4	HOXC4	HOXC4	0.585416795889014	2.67402423165696e-24	0.6706644631681
PAMR1	PAMR1	PAMR1	0.000952291489200198	0.988071034260955	0.000952291777065106
METTL6	METTL6	METTL6	0.753262713366733	7.63810642595119e-47	0.980454792494104
BLCAP	BLCAP	BLCAP	0.293313898792322	2.48798457801966e-06	0.302188268400289
IL6ST	IL6ST	IL6ST	0.413250472820873	1.08848538135616e-11	0.439524800608769
LRP4	LRP4	LRP4	0.0926737409863909	0.144799620447922	0.0929404236447618
NRIP1	NRIP1	NRIP1	0.227677364207969	0.000291996015374877	0.231738478363516
MAP1A	MAP1A	MAP1A	0.490763061415563	1.69635838046518e-16	0.537064991582114
PAK4	PAK4	PAK4	0.647087517703178	6.21135930823511e-31	0.77027188286104
MAFB	MAFB	MAFB	0.339298564632843	4.00008361467846e-08	0.353299622567541
IPMK	IPMK	IPMK	0.373762062471446	1.12665547645093e-09	0.392788947793056
PIKFYVE	PIKFYVE	PIKFYVE	0.430488974120588	1.17674831152002e-12	0.460496730709679
HS1BP3	HS1BP3	HS1BP3	0.234706331103268	0.000186001628777846	0.239164395565834
RUNX3	RUNX3	RUNX3	-0.0174904514551104	0.783602857037666	-0.0174922353182358
MARC2	MARC2	MARC2	0.234622660143886	0.000187017935211919	0.239075848550202
STK17B	STK17B	STK17B	0.0351319173972396	0.581117435997027	0.0351463819858371
CDC42EP4	CDC42EP4	CDC42EP4	0.455580175494133	3.65566652046043e-14	0.491719580363455
CEP120	CEP120	CEP120	0.56581014019724	1.78884037984639e-22	0.641338363538924
SOD3	SOD3	SOD3	0.0841309427898482	0.185758549494795	0.0843302834120853
UBAP1	UBAP1	UBAP1	0.665048176106942	3.64465677553064e-33	0.801811312192822
DHX35	DHX35	DHX35	0.474080343485052	2.34091962015594e-15	0.515320560787099
DEPDC1B	DEPDC1B	DEPDC1B	0.392018420684808	1.42344136989704e-10	0.414182744864575
AC007969.5	AC007969.5	AC007969.5	0.0101942013366477	0.872836542077015	0.0101945544917183
XPO6	XPO6	XPO6	0.555527924595657	1.45319970636477e-21	0.626341518925177
MARK3	MARK3	MARK3	0.800313020456452	8.50341205454438e-57	1.09948239540259
APLNR	APLNR	APLNR	-0.075901427252183	0.232712720870315	-0.076047689875043
MED9	MED9	MED9	0.823227191961352	1.14407267880982e-62	1.1667490272733
MYCBP2	MYCBP2	MYCBP2	0.413568767264567	1.04586968631108e-11	0.439908707657694
ITGAX	ITGAX	ITGAX	-0.0382474841898178	0.548027720610595	-0.0382661509431091
PPP1R14C	PPP1R14C	PPP1R14C	0.00316292697931767	0.960394020856778	0.00316293752680098
DCHS1	DCHS1	DCHS1	0.169768574361129	0.00725425850715967	0.171428360269356
FBXW11	FBXW11	FBXW11	0.592342942280433	5.65403638771182e-25	0.681267741533807
YTHDC1	YTHDC1	YTHDC1	0.328257015675592	1.14936249177527e-07	0.340873521824384
LYRM7	LYRM7	LYRM7	0.557083080096407	1.06351653107088e-21	0.62859365837989
NBAS	NBAS	NBAS	0.653406155596856	1.0602468646822e-31	0.781219579312877
COL5A3	COL5A3	COL5A3	0.524994821077181	4.85753831349789e-19	0.583210293025085
NDUFA9	NDUFA9	NDUFA9	0.661883154858755	9.24851915003739e-33	0.79615756879
ITGA3	ITGA3	ITGA3	0.0558883598160885	0.379860945105608	0.0559466583733293
ALDH9A1	ALDH9A1	ALDH9A1	0.511806146768116	5.01397302651671e-18	0.565173885753523
NET1	NET1	NET1	0.238057358590701	0.000149293002152118	0.242713752357684
CITED4	CITED4	CITED4	0.16937667644063	0.00739191941188653	0.171024859735554
PTGER4	PTGER4	PTGER4	0.149574945364244	0.018192451598608	0.150705625767841
B4GAT1	B4GAT1	B4GAT1	0.33134533291674	8.59127134994613e-08	0.344338752160072
TMEM184B	TMEM184B	TMEM184B	0.481331590497054	7.61289926973556e-16	0.524715954634903
REST	REST	REST	0.17247484741099	0.0063644432285083	0.174216272660802
CFAP20	CFAP20	CFAP20	0.568805581425205	9.58369632463955e-23	0.645755378534007
IP6K1	IP6K1	IP6K1	0.605187359857988	2.86428804249188e-26	0.701292220123931
TCERG1	TCERG1	TCERG1	0.422041135719828	3.55640759034898e-12	0.450172920471751
CD302	CD302	CD302	0.24584490152101	8.84826347441738e-05	0.250985583367296
COA1	COA1	COA1	0.655652318451088	5.59800992941444e-32	0.7851492555705
RAP1GDS1	RAP1GDS1	RAP1GDS1	0.421575239203628	3.77671798939739e-12	0.449606190041498
GSR	GSR	GSR	0.439265104678638	3.60878792139494e-13	0.471319840927108
KCNK1	KCNK1	KCNK1	0.169716314276325	0.00727248264928505	0.171374549769655
H6PD	H6PD	H6PD	0.454027903159448	4.56957923244448e-14	0.489762489388274
POU6F1	POU6F1	POU6F1	0.264707832458566	2.31899364139769e-05	0.271164242457661
VPS52	VPS52	VPS52	0.599259642686294	1.15361791363081e-25	0.691991174108696
NOP2	NOP2	NOP2	0.593141728292138	4.71504692321619e-25	0.682499188670376
FAM78A	FAM78A	FAM78A	0.0967824116175703	0.127735216850267	0.0970863029881526
UNK	UNK	UNK	0.649667869432964	3.03284413703949e-31	0.77472380319127
CECR1	CECR1	CECR1	0.00940492371867972	0.882608168146156	0.0094052010300183
RAI1	RAI1	RAI1	0.645010450222622	1.10058290832551e-30	0.766706832051452
RPS6KC1	RPS6KC1	RPS6KC1	0.674468264953235	2.12912557180561e-34	0.818895493450599
GPR1	GPR1	GPR1	-0.00314880752171172	0.960570680408573	-0.00314881792857073
PDGFC	PDGFC	PDGFC	0.415698003479045	7.99790836975636e-12	0.442480005314353
NDRG2	NDRG2	NDRG2	0.0777561846084943	0.221461898675962	0.0779134608004561
GIN1	GIN1	GIN1	0.518495724714298	1.55410286707253e-18	0.574280179359333
MCMBP	MCMBP	MCMBP	0.483994317227118	5.00604740980667e-16	0.528187407905777
TARDBP	TARDBP	TARDBP	0.425819701831329	2.17680800790822e-12	0.454779350685707
PDE2A	PDE2A	PDE2A	-0.00398150622595015	0.950155720895543	-0.00398152726494914
KAT6A	KAT6A	KAT6A	0.517312622991067	1.91542047818768e-18	0.572663423174557
TLN1	TLN1	TLN1	0.479207385802123	1.06085387498445e-15	0.521954882010084
ZNF354C	ZNF354C	ZNF354C	0.545887756470175	9.70881622856152e-21	0.612504612020376
CHRNB1	CHRNB1	CHRNB1	0.235283152188315	0.000179134455756394	0.239774932039655
NFX1	NFX1	NFX1	0.721802989150462	2.32610818761653e-41	0.911398867730975
TTLL12	TTLL12	TTLL12	0.456596323441057	3.1569015550392e-14	0.493002622449754
PPM1A	PPM1A	PPM1A	0.536148317242184	6.22246865739333e-20	0.598734308925887
CCNF	CCNF	CCNF	0.225456144570357	0.000335767232209153	0.229397067073411
ATP9A	ATP9A	ATP9A	0.250706162797514	6.32776269821807e-05	0.256166194212339
LIMK2	LIMK2	LIMK2	0.286434351134603	4.35392829247833e-06	0.29467757953457
ABL2	ABL2	ABL2	0.257554396903024	3.90050446441492e-05	0.263487276421023
CDCA4	CDCA4	CDCA4	0.523318280842357	6.57268374408426e-19	0.580898650573285
DDX17	DDX17	DDX17	0.268583087410496	1.73873846075701e-05	0.2753361241914
PHACTR4	PHACTR4	PHACTR4	0.44272376778673	2.2437192240419e-13	0.475613532884398
RERG	RERG	RERG	0.140771476832579	0.0263352764645838	0.14171256300619
ESF1	ESF1	ESF1	0.552851893900016	2.47727091586536e-21	0.622479288784653
SATB2	SATB2	SATB2	0.149508564805812	0.0182445307544604	0.150637726802716
ESCO1	ESCO1	ESCO1	0.602246220613287	5.73846950993263e-26	0.696664321247056
ZNF271P	ZNF271P	ZNF271P	0.760877160398661	2.69040563569489e-48	0.998294978674563
RPF1	RPF1	RPF1	0.725198508721919	6.4806618120101e-42	0.91852420662745
BRWD1	BRWD1	BRWD1	0.549638956914656	4.67051400873506e-21	0.61786383635553
SCAMP4	SCAMP4	SCAMP4	0.560190125879447	5.67193417026829e-22	0.633110219562112
TCF12	TCF12	TCF12	0.458416201257615	2.42458574002982e-14	0.495304262386904
GEMIN5	GEMIN5	GEMIN5	0.478818362850091	1.12703851201688e-15	0.521450015811796
TSHZ1	TSHZ1	TSHZ1	0.365671699507128	2.7068858573522e-09	0.383417514800432
LINC00888	LINC00888	LINC00888	0.286211033263657	4.43265558036153e-06	0.294434318996974
SUSD6	SUSD6	SUSD6	0.419384026516627	5.00433062945002e-12	0.446944354550296
ZNF512	ZNF512	ZNF512	0.444755246768368	1.6929629940338e-13	0.47814309672575
ST3GAL4	ST3GAL4	ST3GAL4	0.159322768456243	0.0118183533842947	0.160691749138118
AK3	AK3	AK3	0.554144863176911	1.91561724422198e-21	0.624343326100246
TSPY26P	TSPY26P	TSPY26P	0.137356994157314	0.0302477099251032	0.138230742231233
IDO1	IDO1	IDO1	0.125441196395107	0.0480093346000543	0.126105438794717
SNRNP35	SNRNP35	SNRNP35	0.698812062827244	8.28652100176085e-38	0.864975026655226
SOX17	SOX17	SOX17	-0.116798468744211	0.0657568078172849	-0.117333975808447
CD2BP2	CD2BP2	CD2BP2	0.571411305938221	5.53992192584271e-23	0.649615855803497
RAB11FIP2	RAB11FIP2	RAB11FIP2	0.353276831526803	9.89775038708271e-09	0.369182939726376
CD72	CD72	CD72	0.0532600767222982	0.402707729952552	0.0533105224207745
MAP3K12	MAP3K12	MAP3K12	0.53267072104327	1.19060987708097e-19	0.593866479313864
SYK	SYK	SYK	0.0836914221404718	0.1880754667052	0.0838876461078148
INTS2	INTS2	INTS2	0.503168302049077	2.1914145783461e-17	0.553539514031149
ATAD2B	ATAD2B	ATAD2B	0.541010484321129	2.48005108707073e-20	0.605583135369178
FKBP9	FKBP9	FKBP9	0.747239109830852	9.89709116755854e-46	0.966674112947339
ULBP2	ULBP2	ULBP2	0.423219554451539	3.05357328826075e-12	0.451607596126912
ZNF780B	ZNF780B	ZNF780B	0.535007652947732	7.70468546192153e-20	0.59713484907138
DKK3	DKK3	DKK3	0.117202601194073	0.0648212565788855	0.117743717266305
STRIP1	STRIP1	STRIP1	0.719371595773516	5.74125818351885e-41	0.906341381229582
PCBP1	PCBP1	PCBP1	0.501221793045944	3.03796069892891e-17	0.550936531168943
ZNF343	ZNF343	ZNF343	0.708194199687768	3.2413927234261e-39	0.883551777173784
KLF2	KLF2	KLF2	-0.02352552913612	0.71182228136085	-0.0235298706500192
RPRD1B	RPRD1B	RPRD1B	0.474459533327341	2.2088232418891e-15	0.515809795076825
C11orf30	C11orf30	C11orf30	0.536834238749086	5.47008509948635e-20	0.59969744239001
COX6B1	COX6B1	COX6B1	0.630512240643192	5.29032956296999e-29	0.742265945121156
MPP2	MPP2	MPP2	0.229872627855212	0.000254006362994086	0.234054984438792
TMX3	TMX3	TMX3	0.574574731595368	2.82927597989835e-23	0.654325601473917
HBP1	HBP1	HBP1	0.324137491606877	1.68615346710483e-07	0.33626345566224
MKL1	MKL1	MKL1	0.590302353859608	8.97132087155106e-25	0.67812999879246
PANX1	PANX1	PANX1	0.482318405981527	6.52025021372751e-16	0.526001130858785
RRAS2	RRAS2	RRAS2	0.352078220442544	1.11870493045536e-08	0.367814065889789
MRPL17	MRPL17	MRPL17	0.404793247194471	3.09772589778919e-11	0.429368293511918
FAM213A	FAM213A	FAM213A	0.324129446848013	1.68740651652062e-07	0.336254466477053
SLC30A5	SLC30A5	SLC30A5	0.47026192759215	4.18479878161629e-15	0.510406582276083
SLC25A33	SLC25A33	SLC25A33	0.566540229290261	1.53731934127534e-22	0.642412900140763
RUNX1	RUNX1	RUNX1	-0.00318799971549774	0.960080321058905	-0.00318801051580765
MED20	MED20	MED20	0.867131854842106	9.97888684467019e-77	1.32140075913976
SMAD4	SMAD4	SMAD4	0.692337695615663	7.21576083937545e-37	0.852431668407044
NANP	NANP	NANP	0.55613315186349	1.2871965465144e-21	0.627217324191448
SDK1	SDK1	SDK1	0.219614768558706	0.000481688754522734	0.223251320080996
RARS2	RARS2	RARS2	0.676365855348996	1.18627047155206e-34	0.822384926696161
TERF1	TERF1	TERF1	0.649947037740792	2.80533950821713e-31	0.775207002132162
MAN1A1	MAN1A1	MAN1A1	0.481527288796153	7.38284328695992e-16	0.524970695269404
DDX56	DDX56	DDX56	0.62703857487471	1.29817725300934e-28	0.736520909870353
ZWILCH	ZWILCH	ZWILCH	0.671734997951308	4.90650299137517e-34	0.813898035888846
PTGIR	PTGIR	PTGIR	0.0695766832102519	0.274085187618375	0.0696892820400232
HSD17B7	HSD17B7	HSD17B7	0.487543062380368	2.84700835169864e-16	0.532832201587322
PDE10A	PDE10A	PDE10A	0.573272530034878	3.73409845026179e-23	0.652383788588695
AAK1	AAK1	AAK1	0.439992619697856	3.26694268143874e-13	0.472221652296884
UBE2H	UBE2H	UBE2H	0.619156798830602	9.54829914543587e-28	0.723636526620819
LMOD1	LMOD1	LMOD1	0.399303338819669	6.01351433542367e-11	0.422819846498621
B9D1	B9D1	B9D1	0.737249049724333	5.92615204460545e-44	0.944425754395234
STIM2	STIM2	STIM2	0.15968888143324	0.0116231876456242	0.1610674199779
PHF12	PHF12	PHF12	0.551291249086198	3.37374183151647e-21	0.620234455713184
DENND4B	DENND4B	DENND4B	0.761068972879888	2.46894309945406e-48	0.998750676892815
TNRC6A	TNRC6A	TNRC6A	0.482235734270333	6.60555838269823e-16	0.52589340247679
UXS1	UXS1	UXS1	0.41948099811487	4.94259868857256e-12	0.447062027623114
C7orf26	C7orf26	C7orf26	0.75335189352406	7.34977031518364e-47	0.980660975992528
AGT	AGT	AGT	0.0213890090597775	0.736981698424462	0.0213922717059075
FBXL12	FBXL12	FBXL12	0.887543557389594	4.22996768982307e-85	1.41023279387191
KLF3	KLF3	KLF3	0.359321473893114	5.29608811304654e-09	0.376106563095577
NFKB1	NFKB1	NFKB1	0.381342797886422	4.84665385015999e-10	0.401630010373134
PFKFB4	PFKFB4	PFKFB4	0.179027482701688	0.00460094984050588	0.180977788110101
WDR26	WDR26	WDR26	0.657052842897155	3.74874121059447e-32	0.787609766624879
WDR19	WDR19	WDR19	0.48251565329023	6.32104659606832e-16	0.526258206374854
ADORA2B	ADORA2B	ADORA2B	0.46904652587068	5.02713866732229e-15	0.508847224704474
COG5	COG5	COG5	0.60259731373458	5.28367006861237e-26	0.697215411727332
USF1	USF1	USF1	0.618865487953292	1.02680062066673e-27	0.723164252000892
CFH	CFH	CFH	-0.0250928869036133	0.693559792195816	-0.0250981554978028
NAP1L4	NAP1L4	NAP1L4	0.469733697806185	4.53240504087087e-15	0.509728584040163
SLC4A7	SLC4A7	SLC4A7	0.534338650179867	8.73000720045609e-20	0.596198033788607
ZNF227	ZNF227	ZNF227	0.5524254612311	2.69584791931222e-21	0.621865354820027
PDE3A	PDE3A	PDE3A	0.122464036061331	0.0536072139536454	0.123081820456948
MRPL11	MRPL11	MRPL11	0.45123303327065	6.80970229699549e-14	0.486247479524637
LEMD2	LEMD2	LEMD2	0.68537682273668	6.94240587764988e-36	0.839184395689806
NUDCD2	NUDCD2	NUDCD2	0.703782947325504	1.51167254546711e-38	0.874756924641084
HIF1AN	HIF1AN	HIF1AN	0.482388367554956	6.44890109118841e-16	0.526092305579525
GNG5	GNG5	GNG5	0.59612358849264	2.382923050352e-25	0.687112146180304
PHF20L1	PHF20L1	PHF20L1	0.741133643301886	1.23435208782548e-44	0.952989883989299
H3F3B	H3F3B	H3F3B	0.627310190798907	1.21067495215082e-28	0.736968639050631
